"date","vix_close","vix_price_change","sandp_close","sandp_price_change"
"1990-02-20",22.780001,2,327.98999,-4.73001100000005
"1990-02-21",23.889999,1.109998,327.670013,-0.319976999999994
"1990-02-22",22.540001,-1.349998,325.700012,-1.97000099999997
"1990-02-23",23.690001,1.15,324.149994,-1.55001800000002
"1990-02-26",23.559999,-0.130001999999998,328.670013,4.52001899999999
"1990-02-27",22.690001,-0.869998000000002,330.26001,1.58999700000004
"1990-02-28",21.99,-0.700001,331.890015,1.63000499999998
"1990-03-01",21.9,-0.0899999999999999,332.73999,0.849974999999972
"1990-03-02",21.34,-0.559999999999999,335.540009,2.80001900000002
"1990-03-05",22.030001,0.690000999999999,333.73999,-1.80001900000002
"1990-03-06",20.549999,-1.480002,337.929993,4.19000300000005
"1990-03-07",19.1,-1.449999,336.950012,-0.979981000000009
"1990-03-08",19.74,0.639999999999997,340.269989,3.31997699999999
"1990-03-09",20.299999,0.559999000000001,337.929993,-2.33999599999999
"1990-03-12",20.07,-0.229998999999999,338.670013,0.740019999999959
"1990-03-13",21.049999,0.979998999999999,336,-2.67001299999998
"1990-03-14",19.65,-1.399999,336.869995,0.869995000000017
"1990-03-15",18.809999,-0.840000999999997,338.070007,1.20001199999996
"1990-03-16",17.620001,-1.189998,341.910004,3.83999700000004
"1990-03-19",18.290001,0.670000000000002,343.529999,1.61999499999996
"1990-03-20",19.059999,0.769998000000001,341.570007,-1.959992
"1990-03-21",20.1,1.040001,339.73999,-1.830017
"1990-03-22",22.74,2.64,335.690002,-4.04998799999998
"1990-03-23",20.459999,-2.280001,337.220001,1.52999900000003
"1990-03-26",19.59,-0.869999,337.630005,0.410003999999958
"1990-03-27",21.01,1.42,341.5,3.86999500000002
"1990-03-28",19.77,-1.24,342,0.5
"1990-03-29",18.459999,-1.310001,340.790009,-1.209991
"1990-03-30",19.73,1.270001,339.940002,-0.850007000000005
"1990-04-02",22.84,3.11,338.700012,-1.23998999999998
"1990-04-03",20.440001,-2.399999,343.640015,4.94000299999999
"1990-04-04",22.030001,1.59,341.089996,-2.55001900000002
"1990-04-05",21.209999,-0.820001999999999,340.730011,-0.359984999999995
"1990-04-06",21.76,0.550001000000002,340.079987,-0.650023999999974
"1990-04-09",22.299999,0.539998999999998,341.369995,1.290008
"1990-04-10",21.690001,-0.609998000000001,342.070007,0.700011999999958
"1990-04-11",17.73,-3.960001,341.920013,-0.149993999999992
"1990-04-12",19.799999,2.069999,344.339996,2.419983
"1990-04-16",20.75,0.950001,344.73999,0.399993999999992
"1990-04-17",20.379999,-0.370000999999998,344.679993,-0.059996999999953
"1990-04-18",22.67,2.290001,340.720001,-3.959992
"1990-04-19",22.459999,-0.210001000000002,338.089996,-2.63000500000004
"1990-04-20",23.33,0.870000999999998,335.119995,-2.97000099999997
"1990-04-23",24.16,0.830000000000002,331.049988,-4.07000700000003
"1990-04-24",21.700001,-2.459999,330.359985,-0.69000299999999
"1990-04-25",20.860001,-0.84,332.029999,1.67001399999998
"1990-04-26",20.25,-0.610001,332.920013,0.890014000000008
"1990-04-27",22.190001,1.940001,329.109985,-3.81002799999999
"1990-04-30",19.52,-2.670001,330.799988,1.69000299999999
"1990-05-01",18.43,-1.09,332.25,1.45001200000002
"1990-05-02",19.32,0.890000000000001,334.480011,2.23001099999999
"1990-05-03",17.809999,-1.510001,335.570007,1.08999599999999
"1990-05-04",17.280001,-0.529998000000003,338.390015,2.82000800000003
"1990-05-07",17.65,0.369999,340.529999,2.13998399999997
"1990-05-08",18.49,0.84,342.01001,1.48001100000005
"1990-05-09",18.639999,0.149999000000001,342.859985,0.849974999999972
"1990-05-10",18.59,-0.0499989999999997,343.820007,0.960021999999981
"1990-05-11",19.809999,1.219999,352,8.17999300000002
"1990-05-14",20.139999,0.329999999999998,354.75,2.75
"1990-05-15",19.49,-0.649999000000001,354.279999,-0.470001000000025
"1990-05-16",17.709999,-1.780001,354,-0.279998999999975
"1990-05-17",17.27,-0.439999,354.470001,0.470001000000025
"1990-05-18",17.200001,-0.0699989999999993,354.640015,0.170013999999981
"1990-05-21",16.719999,-0.480001999999999,358,3.35998499999999
"1990-05-22",17.84,1.120001,358.429993,0.429993000000024
"1990-05-23",17.18,-0.66,359.290009,0.860015999999973
"1990-05-24",17.700001,0.520001000000001,358.410004,-0.880004999999983
"1990-05-25",17.32,-0.380001,354.579987,-3.830017
"1990-05-29",18.75,1.43,360.649994,6.07000699999998
"1990-05-30",17.440001,-1.309999,360.859985,0.209991000000002
"1990-05-31",17.370001,-0.0700000000000003,361.230011,0.370025999999996
"1990-06-01",17.09,-0.280000999999999,363.160004,1.92999300000002
"1990-06-04",18.389999,1.299999,367.399994,4.23998999999998
"1990-06-05",18.969999,0.580000000000002,366.640015,-0.759978999999987
"1990-06-06",17.42,-1.549999,364.959991,-1.680024
"1990-06-07",16.879999,-0.540001,363.149994,-1.80999700000001
"1990-06-08",17.58,0.700000999999997,358.709991,-4.44000299999999
"1990-06-11",16.34,-1.24,361.630005,2.92001399999998
"1990-06-12",16.6,0.260000000000002,366.25,4.61999500000002
"1990-06-13",17.379999,0.779999,364.899994,-1.35000600000001
"1990-06-14",17.4,0.020000999999997,362.899994,-2
"1990-06-15",15.9,-1.5,362.910004,0.0100100000000225
"1990-06-18",17.709999,1.809999,356.880005,-6.02999900000003
"1990-06-19",15.23,-2.479999,358.470001,1.58999600000004
"1990-06-20",15.27,0.0399999999999991,359.100006,0.630004999999983
"1990-06-21",14.72,-0.549999999999999,360.470001,1.36999500000002
"1990-06-22",19.360001,4.640001,355.429993,-5.040008
"1990-06-25",17.059999,-2.300002,352.309998,-3.11999500000002
"1990-06-26",16.290001,-0.769998000000001,352.059998,-0.25
"1990-06-27",16,-0.290001,355.140015,3.080017
"1990-06-28",16.18,0.18,357.630005,2.48998999999998
"1990-06-29",15.5,-0.68,358.019989,0.389984000000027
"1990-07-02",16.26,0.760000000000002,359.540009,1.52001999999999
"1990-07-03",16.110001,-0.149999000000001,360.160004,0.619995000000017
"1990-07-05",17.25,1.139999,355.679993,-4.48001099999999
"1990-07-06",16.41,-0.84,358.420013,2.74001999999996
"1990-07-09",16.66,0.25,359.519989,1.09997600000003
"1990-07-10",16.92,0.260000000000002,356.48999,-3.02999900000003
"1990-07-11",16.68,-0.240000000000002,361.230011,4.74002100000001
"1990-07-12",17.059999,0.379999000000002,365.440002,4.209991
"1990-07-13",17.09,0.0300009999999986,367.309998,1.86999600000001
"1990-07-16",16.75,-0.34,368.950012,1.64001400000001
"1990-07-17",16.66,-0.0899999999999999,367.519989,-1.43002300000001
"1990-07-18",18.9,2.24,364.220001,-3.29998799999998
"1990-07-19",18.559999,-0.340000999999997,365.320007,1.10000599999995
"1990-07-20",15.63,-2.929999,361.609985,-3.71002199999998
"1990-07-23",23.68,8.05,355.309998,-6.29998699999999
"1990-07-24",21.790001,-1.889999,355.790009,0.48001099999999
"1990-07-25",20.190001,-1.6,357.089996,1.29998699999999
"1990-07-26",20.26,0.0699990000000028,355.910004,-1.17999199999997
"1990-07-27",21.120001,0.860000999999997,353.440002,-2.47000200000002
"1990-07-30",21.16,0.0399990000000017,355.549988,2.10998599999999
"1990-07-31",21.110001,-0.0499989999999997,356.149994,0.600006000000008
"1990-08-01",21.639999,0.529997999999999,355.519989,-0.630004999999983
"1990-08-02",20.43,-1.209999,351.480011,-4.03997800000002
"1990-08-03",28.74,8.31,344.859985,-6.620026
"1990-08-06",35.91,7.17,334.429993,-10.429992
"1990-08-07",32.75,-3.16,334.829987,0.399993999999992
"1990-08-08",28.27,-4.48,338.350006,3.52001899999999
"1990-08-09",24.389999,-3.880001,339.940002,1.58999599999999
"1990-08-10",25.75,1.360001,335.519989,-4.42001299999998
"1990-08-13",25.74,-0.0100000000000016,338.839996,3.32000699999998
"1990-08-14",24.18,-1.56,339.390015,0.55001900000002
"1990-08-15",23.309999,-0.870000999999998,340.059998,0.669983000000002
"1990-08-16",27.16,3.850001,332.390015,-7.669983
"1990-08-17",27.530001,0.370000999999998,327.829987,-4.56002799999999
"1990-08-20",26.459999,-1.070002,328.51001,0.680023000000006
"1990-08-21",28.9,2.440001,321.859985,-6.65002500000003
"1990-08-22",30.549999,1.649999,316.549988,-5.30999700000001
"1990-08-23",36.470001,5.920002,307.059998,-9.48998999999998
"1990-08-24",33.93,-2.540001,311.51001,4.45001200000002
"1990-08-27",29.629999,-4.300001,321.440002,9.92999199999997
"1990-08-28",29.120001,-0.509998000000003,321.339996,-0.100006000000008
"1990-08-29",27.379999,-1.740002,324.190002,2.85000600000001
"1990-08-30",29.889999,2.51,318.709991,-5.48001099999999
"1990-08-31",29.9,0.010000999999999,322.559998,3.85000700000001
"1990-09-04",29.58,-0.32,323.089996,0.529997999999978
"1990-09-05",28.52,-1.06,324.390015,1.30001900000002
"1990-09-06",30.190001,1.670001,320.459991,-3.930024
"1990-09-07",28.73,-1.460001,323.399994,2.94000299999999
"1990-09-10",29.34,0.609999999999999,321.630005,-1.76998900000001
"1990-09-11",28.379999,-0.960000999999998,321.040009,-0.589995999999985
"1990-09-12",28.120001,-0.259998000000003,322.540009,1.5
"1990-09-13",29.33,1.209999,318.649994,-3.89001500000001
"1990-09-14",30.559999,1.229999,316.829987,-1.82000699999998
"1990-09-17",29.549999,-1.01,317.769989,0.940001999999993
"1990-09-18",28.82,-0.729998999999999,318.600006,0.830016999999998
"1990-09-19",27.879999,-0.940000999999999,316.600006,-2
"1990-09-20",28.66,0.780000999999999,311.480011,-5.11999500000002
"1990-09-21",30.040001,1.380001,311.320007,-0.160004000000015
"1990-09-24",30.559999,0.519998000000001,304.589996,-6.73001099999999
"1990-09-25",28.809999,-1.75,308.26001,3.67001400000004
"1990-09-26",28.190001,-0.619998000000002,305.059998,-3.20001200000002
"1990-09-27",28.67,0.479999000000003,300.970001,-4.08999699999998
"1990-09-28",29.110001,0.440000999999999,306.049988,5.07998699999996
"1990-10-01",28.059999,-1.050002,314.940002,8.89001400000001
"1990-10-02",27.280001,-0.779998000000003,315.209991,0.26998900000001
"1990-10-03",27.9,0.619999,311.399994,-3.80999700000001
"1990-10-04",27.51,-0.389999999999997,312.690002,1.290008
"1990-10-05",27.85,0.34,311.5,-1.19000199999999
"1990-10-08",28.040001,0.190000999999999,313.480011,1.98001099999999
"1990-10-09",30.709999,2.669998,305.100006,-8.38000499999998
"1990-10-10",31.190001,0.480001999999999,300.390015,-4.709991
"1990-10-11",33.98,2.789999,295.459991,-4.930024
"1990-10-12",31.940001,-2.039999,300.029999,4.57000799999997
"1990-10-15",31.639999,-0.300001999999999,303.230011,3.20001200000002
"1990-10-16",31.450001,-0.189997999999999,298.920013,-4.30999800000001
"1990-10-17",31.370001,-0.0800000000000018,298.76001,-0.160002999999961
"1990-10-18",29.6,-1.770001,305.73999,6.97997999999995
"1990-10-19",27.860001,-1.739999,312.480011,6.74002100000001
"1990-10-22",27.27,-0.590001000000001,314.76001,2.27999900000003
"1990-10-23",27.57,0.300000000000001,312.359985,-2.40002500000003
"1990-10-24",28.280001,0.710000999999998,312.600006,0.240021000000013
"1990-10-25",29.040001,0.760000000000002,310.170013,-2.42999300000002
"1990-10-26",30.75,1.709999,304.709991,-5.46002199999998
"1990-10-29",31.540001,0.790001,301.880005,-2.82998600000002
"1990-10-30",30.52,-1.020001,304.059998,2.17999300000002
"1990-10-31",30.040001,-0.479998999999999,304,-0.0599980000000073
"1990-11-01",30.25,0.209999,307.019989,3.01998900000001
"1990-11-02",30.030001,-0.219999000000001,311.850006,4.830017
"1990-11-05",29.85,-0.180000999999997,314.589996,2.73998999999998
"1990-11-06",29.110001,-0.739999000000001,311.619995,-2.97000099999997
"1990-11-07",30.870001,1.76,306.01001,-5.60998499999999
"1990-11-08",30.790001,-0.0799999999999983,307.609985,1.59997499999997
"1990-11-09",26.959999,-3.830002,313.73999,6.13000499999998
"1990-11-12",25.6,-1.359999,319.480011,5.74002100000001
"1990-11-13",24.58,-1.02,317.670013,-1.80999800000001
"1990-11-14",22.889999,-1.690001,320.399994,2.72998100000001
"1990-11-15",22.57,-0.319998999999999,317.019989,-3.38000499999998
"1990-11-16",21.34,-1.23,317.119995,0.100006000000008
"1990-11-19",20.950001,-0.389999,319.339996,2.22000099999997
"1990-11-20",20.09,-0.860001,315.309998,-4.02999799999998
"1990-11-21",21.09,1,316.029999,0.720000999999968
"1990-11-23",20.98,-0.109999999999999,315.100006,-0.929992999999968
"1990-11-26",22.76,1.78,316.51001,1.41000400000001
"1990-11-27",22.860001,0.100000999999999,318.100006,1.58999599999999
"1990-11-28",22.959999,0.0999979999999994,317.950012,-0.149993999999992
"1990-11-29",23.91,0.950001,316.420013,-1.52999900000003
"1990-11-30",22.16,-1.75,322.220001,5.79998800000004
"1990-12-03",22.290001,0.130001,324.100006,1.88000499999998
"1990-12-04",22.030001,-0.260000000000002,326.350006,2.25
"1990-12-05",20.940001,-1.09,329.920013,3.57000699999998
"1990-12-06",22.620001,1.68,329.070007,-0.850006000000008
"1990-12-07",22.59,-0.0300009999999986,327.75,-1.32000699999998
"1990-12-10",23.58,0.989999999999998,328.890015,1.14001500000001
"1990-12-11",23.75,0.170000000000002,326.440002,-2.45001300000001
"1990-12-12",21.280001,-2.469999,330.190002,3.75
"1990-12-13",23.049999,1.769998,329.339996,-0.850006000000008
"1990-12-14",23.85,0.800001000000002,326.820007,-2.51998900000001
"1990-12-17",24.85,1,326.019989,-0.800017999999966
"1990-12-18",23.110001,-1.739999,330.049988,4.02999899999998
"1990-12-19",23.08,-0.0300010000000022,330.200012,0.15002400000003
"1990-12-20",23.129999,0.0499990000000032,330.119995,-0.080016999999998
"1990-12-21",22.66,-0.469999000000001,331.75,1.63000499999998
"1990-12-24",24.030001,1.370001,329.899994,-1.85000600000001
"1990-12-26",24.18,0.149999000000001,330.850006,0.950012000000015
"1990-12-27",24.809999,0.629999000000002,328.290009,-2.55999700000001
"1990-12-28",25.049999,0.239999999999998,328.720001,0.429992000000027
"1990-12-31",26.379999,1.33,330.220001,1.5
"1991-01-02",26.620001,0.240001999999997,326.450012,-3.76998900000001
"1991-01-03",27.93,1.309999,321.910004,-4.540008
"1991-01-04",27.190001,-0.739999000000001,321,-0.910004000000015
"1991-01-07",28.950001,1.76,315.440002,-5.55999800000001
"1991-01-08",30.379999,1.429998,314.899994,-0.540008
"1991-01-09",33.299999,2.92,311.48999,-3.41000400000001
"1991-01-10",31.33,-1.969999,314.529999,3.040009
"1991-01-11",32.630001,1.300001,315.230011,0.700012000000015
"1991-01-14",36.200001,3.57,312.48999,-2.74002100000001
"1991-01-15",36.16,-0.0400010000000037,313.730011,1.24002100000001
"1991-01-16",33.200001,-2.959999,316.170013,2.44000199999999
"1991-01-17",27.450001,-5.75,327.970001,11.799988
"1991-01-18",25.389999,-2.060002,332.230011,4.26000999999997
"1991-01-21",24.33,-1.059999,331.059998,-1.17001299999998
"1991-01-22",24.9,0.57,328.309998,-2.75
"1991-01-23",23.92,-0.979999999999997,330.209991,1.89999299999999
"1991-01-24",22.860001,-1.059999,334.779999,4.57000799999997
"1991-01-25",22.200001,-0.66,336.070007,1.290008
"1991-01-28",23.049999,0.849997999999999,336.029999,-0.0400080000000003
"1991-01-29",23.17,0.120001000000002,335.839996,-0.19000299999999
"1991-01-30",21.370001,-1.799999,340.910004,5.07000800000003
"1991-01-31",20.91,-0.460000999999998,343.929993,3.01998900000001
"1991-02-01",21.040001,0.130001,343.049988,-0.88000500000004
"1991-02-04",21.860001,0.82,348.339996,5.290008
"1991-02-05",21.459999,-0.400002000000001,351.26001,2.92001400000004
"1991-02-06",22.68,1.220001,358.070007,6.80999699999995
"1991-02-07",23.6,0.920000000000002,356.519989,-1.55001799999997
"1991-02-08",23.379999,-0.220001,359.350006,2.830017
"1991-02-11",22.559999,-0.82,368.579987,9.22998100000001
"1991-02-12",22.26,-0.299999,365.5,-3.07998700000002
"1991-02-13",20.860001,-1.399999,369.019989,3.51998900000001
"1991-02-14",21.48,0.619999,364.220001,-4.79998799999998
"1991-02-15",19.57,-1.91,369.059998,4.83999699999998
"1991-02-19",19.84,0.27,369.390015,0.330016999999998
"1991-02-20",22.26,2.42,365.140015,-4.25
"1991-02-21",20.780001,-1.479999,364.970001,-0.170013999999981
"1991-02-22",21.01,0.229999000000003,365.649994,0.679992999999968
"1991-02-25",22.860001,1.850001,367.26001,1.61001600000003
"1991-02-26",20.379999,-2.480002,362.809998,-4.45001200000002
"1991-02-27",21.26,0.880001,367.73999,4.92999199999997
"1991-02-28",21.23,-0.0300000000000011,367.070007,-0.669983000000002
"1991-03-01",21.23,0,370.470001,3.39999400000005
"1991-03-04",20.860001,-0.369999,369.329987,-1.14001400000001
"1991-03-05",20.450001,-0.41,376.720001,7.39001400000001
"1991-03-06",20.549999,0.0999979999999994,376.170013,-0.549988000000042
"1991-03-07",21.049999,0.5,375.910004,-0.260008999999968
"1991-03-08",20.809999,-0.239999999999998,374.950012,-0.959992
"1991-03-11",20.879999,0.0700000000000003,372.959991,-1.99002100000001
"1991-03-12",18.82,-2.059999,370.029999,-2.92999200000003
"1991-03-13",16.09,-2.73,374.570007,4.540008
"1991-03-14",14.94,-1.15,373.5,-1.07000699999998
"1991-03-15",14.9,-0.0399999999999991,373.589996,0.0899959999999851
"1991-03-18",15.79,0.889999999999999,372.109985,-1.48001099999999
"1991-03-19",16.110001,0.320001000000001,366.589996,-5.51998900000001
"1991-03-20",16.040001,-0.0700000000000003,367.920013,1.330017
"1991-03-21",16.860001,0.82,366.579987,-1.34002599999997
"1991-03-22",16.49,-0.370001000000002,367.480011,0.900023999999974
"1991-03-25",16.76,0.270000000000003,369.829987,2.34997600000003
"1991-03-26",16.309999,-0.450001,376.299988,6.47000099999997
"1991-03-27",16.549999,0.239999999999998,375.350006,-0.949981999999977
"1991-03-28",16.879999,0.330000000000002,375.220001,-0.130004999999983
"1991-04-01",17.42,0.540001,371.299988,-3.92001300000004
"1991-04-02",17.4,-0.0200000000000031,379.5,8.20001200000002
"1991-04-03",17.610001,0.210001000000002,378.940002,-0.559998000000007
"1991-04-04",18.01,0.399999000000001,379.769989,0.829987000000017
"1991-04-05",17.629999,-0.380001,375.359985,-4.41000400000001
"1991-04-08",17.41,-0.219999000000001,378.660004,3.30001900000002
"1991-04-09",20.120001,2.710001,373.559998,-5.10000600000001
"1991-04-10",19.73,-0.390000999999998,373.149994,-0.410004000000015
"1991-04-11",17.24,-2.49,377.630005,4.48001099999999
"1991-04-12",18.450001,1.210001,380.399994,2.76998900000001
"1991-04-15",16.5,-1.950001,381.190002,0.790008
"1991-04-16",15.82,-0.68,387.619995,6.42999300000002
"1991-04-17",15.47,-0.35,390.450012,2.830017
"1991-04-18",16.26,0.790000000000001,388.459991,-1.99002100000001
"1991-04-19",15.68,-0.580000000000002,384.200012,-4.25997899999999
"1991-04-22",16.780001,1.100001,380.950012,-3.25
"1991-04-23",17.02,0.239999000000001,381.76001,0.809998000000007
"1991-04-24",16.719999,-0.300000999999998,382.76001,1
"1991-04-25",17.15,0.430000999999997,379.25,-3.51001000000002
"1991-04-26",17.27,0.120000000000001,379.019989,-0.23001099999999
"1991-04-29",18.27,1,373.660004,-5.35998499999999
"1991-04-30",18.24,-0.0300000000000011,375.339996,1.67999199999997
"1991-05-01",17.77,-0.469999999999999,380.290009,4.95001300000001
"1991-05-02",17.52,-0.25,380.519989,0.229980000000012
"1991-05-03",17.24,-0.280000000000001,380.799988,0.279998999999975
"1991-05-06",17.92,0.680000000000003,380.079987,-0.720000999999968
"1991-05-07",17.459999,-0.460001000000002,377.320007,-2.75998000000004
"1991-05-08",17.780001,0.320001999999999,378.51001,1.19000300000005
"1991-05-09",17.17,-0.610000999999997,383.25,4.73998999999998
"1991-05-10",17.540001,0.370000999999998,375.73999,-7.51001000000002
"1991-05-13",17.66,0.119999,376.76001,1.02002000000005
"1991-05-14",18,0.34,371.619995,-5.14001500000001
"1991-05-15",18.379999,0.379999000000002,368.570007,-3.04998800000004
"1991-05-16",17.24,-1.139999,372.190002,3.61999500000002
"1991-05-17",16.639999,-0.600000999999999,372.390015,0.200013000000013
"1991-05-20",17.1,0.460001000000002,372.279999,-0.11001600000003
"1991-05-21",16.07,-1.03,375.350006,3.07000700000003
"1991-05-22",16.16,0.0899999999999999,376.190002,0.839995999999985
"1991-05-23",16.110001,-0.0499989999999997,374.959991,-1.23001099999999
"1991-05-24",15.23,-0.880001,377.48999,2.52999899999998
"1991-05-28",15.67,0.44,381.940002,4.45001200000002
"1991-05-29",15.9,0.23,382.790009,0.850007000000005
"1991-05-30",16.02,0.119999999999999,386.959991,4.169982
"1991-05-31",15.93,-0.0899999999999999,389.829987,2.86999600000001
"1991-06-03",16.870001,0.940000999999999,388.059998,-1.76998900000001
"1991-06-04",16.17,-0.700000999999997,387.73999,-0.32000800000003
"1991-06-05",16.4,0.229999999999997,385.089996,-2.64999399999999
"1991-06-06",16.93,0.530000000000001,383.630005,-1.459991
"1991-06-07",16.98,0.0500000000000007,379.429993,-4.20001199999996
"1991-06-10",17.469999,0.489999000000001,378.570007,-0.859986000000049
"1991-06-11",17.32,-0.149999000000001,381.049988,2.47998100000001
"1991-06-12",17.719999,0.399999000000001,376.649994,-4.39999399999999
"1991-06-13",16.99,-0.729999000000003,377.630005,0.98001099999999
"1991-06-14",15.98,-1.01,382.290009,4.66000400000001
"1991-06-17",15.5,-0.48,380.130005,-2.16000400000001
"1991-06-18",16.139999,0.639999,378.589996,-1.540009
"1991-06-19",17.440001,1.300002,375.089996,-3.5
"1991-06-20",16.75,-0.690000999999999,375.420013,0.330016999999998
"1991-06-21",16.51,-0.239999999999998,377.75,2.32998700000002
"1991-06-24",18.280001,1.770001,370.940002,-6.80999800000001
"1991-06-25",17.85,-0.430000999999997,370.649994,-0.290008
"1991-06-26",17.98,0.129999999999999,371.589996,0.940001999999993
"1991-06-27",17.870001,-0.109999000000002,374.399994,2.80999800000001
"1991-06-28",19.549999,1.679998,371.160004,-3.23998999999998
"1991-07-01",18.639999,-0.91,377.920013,6.76000899999997
"1991-07-02",17.629999,-1.01,377.470001,-0.450011999999958
"1991-07-03",19.469999,1.84,373.329987,-4.14001400000001
"1991-07-05",18.35,-1.119999,374.079987,0.75
"1991-07-08",20.290001,1.940001,377.940002,3.86001499999998
"1991-07-09",19.76,-0.530000999999999,376.109985,-1.830017
"1991-07-10",19.190001,-0.569999000000003,375.73999,-0.369995000000017
"1991-07-11",17.389999,-1.800002,376.970001,1.23001100000005
"1991-07-12",18.290001,0.900002000000001,380.25,3.27999899999998
"1991-07-15",17.780001,-0.510000000000002,382.390015,2.14001500000001
"1991-07-16",17.49,-0.290001,381.540009,-0.850006000000008
"1991-07-17",17.52,0.0300000000000011,381.179993,-0.360015999999973
"1991-07-18",15.77,-1.75,385.369995,4.19000199999999
"1991-07-19",15.5,-0.27,384.220001,-1.14999399999999
"1991-07-22",16.9,1.4,382.880005,-1.33999600000004
"1991-07-23",16.58,-0.32,379.420013,-3.459992
"1991-07-24",16.41,-0.169999999999998,378.640015,-0.779997999999978
"1991-07-25",15.74,-0.67,380.959991,2.319976
"1991-07-26",15.45,-0.290000000000001,380.929993,-0.0299979999999778
"1991-07-29",15.67,0.220000000000001,383.149994,2.22000099999997
"1991-07-30",15.47,-0.199999999999999,386.690002,3.540008
"1991-07-31",15.18,-0.290000000000001,387.809998,1.11999600000001
"1991-08-01",15.47,0.290000000000001,387.119995,-0.69000299999999
"1991-08-02",15.26,-0.210000000000001,387.179993,0.0599980000000073
"1991-08-05",15.92,0.66,385.059998,-2.11999500000002
"1991-08-06",15.54,-0.380000000000001,390.619995,5.55999700000001
"1991-08-07",15.56,0.0200000000000014,390.559998,-0.0599970000000098
"1991-08-08",15.98,0.42,389.320007,-1.23999100000003
"1991-08-09",15.45,-0.530000000000001,387.119995,-2.20001199999996
"1991-08-12",15.26,-0.19,388.019989,0.899993999999992
"1991-08-13",14.73,-0.529999999999999,389.619995,1.60000600000001
"1991-08-14",15.09,0.359999999999999,389.899994,0.279998999999975
"1991-08-15",15.19,0.0999999999999996,389.329987,-0.570006999999976
"1991-08-16",16.01,0.820000000000002,385.579987,-3.75
"1991-08-19",21.190001,5.180001,376.470001,-9.10998599999999
"1991-08-20",18.860001,-2.33,379.429993,2.959992
"1991-08-21",15.62,-3.240001,390.589996,11.160003
"1991-08-22",14.59,-1.03,391.329987,0.739991000000032
"1991-08-23",14.41,-0.18,394.170013,2.84002599999997
"1991-08-26",14.81,0.4,393.850006,-0.320006999999976
"1991-08-27",15.46,0.65,393.059998,-0.790008
"1991-08-28",15.31,-0.15,396.640015,3.580017
"1991-08-29",14.82,-0.49,396.470001,-0.170013999999981
"1991-08-30",14.46,-0.359999999999999,395.429993,-1.040008
"1991-09-03",16.57,2.11,392.149994,-3.27999900000003
"1991-09-04",17.18,0.609999999999999,389.970001,-2.17999299999997
"1991-09-05",17.309999,0.129999000000002,389.140015,-0.829986000000019
"1991-09-06",16.76,-0.549999,389.100006,-0.0400089999999977
"1991-09-09",17.73,0.969999999999999,388.570007,-0.529999000000032
"1991-09-10",18.219999,0.489999000000001,384.559998,-4.01000899999997
"1991-09-11",17.959999,-0.260000000000002,385.089996,0.529997999999978
"1991-09-12",16.209999,-1.75,387.339996,2.25
"1991-09-13",17.879999,1.67,383.589996,-3.75
"1991-09-16",17.82,-0.0599990000000012,385.779999,2.19000299999999
"1991-09-17",17.68,-0.140000000000001,385.5,-0.279998999999975
"1991-09-18",17.559999,-0.120000999999998,386.940002,1.44000199999999
